"","entry_exit_provider_program_type_code","ee_uid","client_id","client_age_at_entry","client_age_at_exit","client_gender","client_primary_race","client_ethnicity","client_veteran_status"
"7344","Emergency Shelter (HUD)",754580,421171,5,5,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7345","Emergency Shelter (HUD)",754581,421172,3,3,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7346","Emergency Shelter (HUD)",755012,436237,26,26,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7347","Emergency Shelter (HUD)",755013,419694,44,44,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7348","Emergency Shelter (HUD)",755014,424593,25,25,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7349","Emergency Shelter (HUD)",755015,424370,45,46,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7350","Emergency Shelter (HUD)",755016,424611,22,22,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7351","Emergency Shelter (HUD)",755492,424616,26,26,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7352","Emergency Shelter (HUD)",755493,424619,3,3,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7353","Emergency Shelter (HUD)",755494,424650,39,39,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7354","Emergency Shelter (HUD)",755495,424198,50,50,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7355","Emergency Shelter (HUD)",756346,422907,48,48,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7356","Emergency Shelter (HUD)",756347,327867,30,31,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7357","Emergency Shelter (HUD)",756348,327870,11,11,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7358","Emergency Shelter (HUD)",756349,424839,3,4,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7359","Emergency Shelter (HUD)",756350,328553,67,67,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7360","Emergency Shelter (HUD)",756355,351081,46,47,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7361","Emergency Shelter (HUD)",756810,182645,41,41,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7362","Emergency Shelter (HUD)",756834,458042,37,37,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7363","Emergency Shelter (HUD)",756835,424955,6,6,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7364","Emergency Shelter (HUD)",756838,419428,29,29,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7365","Emergency Shelter (HUD)",756839,422415,3,3,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7366","Emergency Shelter (HUD)",756840,422413,9,9,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7367","Emergency Shelter (HUD)",756843,424959,0,0,"Male","Black or African American (HUD)","Hispanic/Latino (HUD)","No (HUD)"
"7368","Emergency Shelter (HUD)",756845,424960,59,59,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7369","Emergency Shelter (HUD)",756850,212720,37,37,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7370","Emergency Shelter (HUD)",756852,424914,24,24,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7371","Emergency Shelter (HUD)",756853,424919,1,1,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7372","Emergency Shelter (HUD)",756854,424918,4,4,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7373","Emergency Shelter (HUD)",756855,424917,5,5,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7374","Emergency Shelter (HUD)",756858,105841,60,60,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7375","Emergency Shelter (HUD)",756859,359581,35,36,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7376","Emergency Shelter (HUD)",756866,405013,55,55,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7377","Emergency Shelter (HUD)",756881,424974,50,50,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7378","Emergency Shelter (HUD)",757344,321440,23,23,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7379","Emergency Shelter (HUD)",757345,425059,0,0,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7380","Emergency Shelter (HUD)",757347,329965,50,50,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7381","Emergency Shelter (HUD)",757351,411693,35,35,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7382","Emergency Shelter (HUD)",757352,411695,4,4,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7383","Emergency Shelter (HUD)",757355,424415,27,27,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7384","Emergency Shelter (HUD)",757363,304824,42,42,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7385","Emergency Shelter (HUD)",757364,304825,8,8,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7386","Emergency Shelter (HUD)",757365,304828,5,5,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7387","Emergency Shelter (HUD)",757366,406805,1,1,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7388","Emergency Shelter (HUD)",757367,304826,6,6,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7389","Emergency Shelter (HUD)",757368,304827,6,6,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7390","Emergency Shelter (HUD)",757369,419022,43,43,"Female","American Indian or Alaska Native (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7391","Emergency Shelter (HUD)",757382,322591,30,30,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7392","Emergency Shelter (HUD)",757383,322593,10,10,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7393","Emergency Shelter (HUD)",757384,322594,5,5,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7394","Emergency Shelter (HUD)",757385,420497,9,9,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7395","Emergency Shelter (HUD)",757386,322592,14,14,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7396","Emergency Shelter (HUD)",758275,337893,62,62,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7397","Emergency Shelter (HUD)",758276,131836,46,46,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7398","Emergency Shelter (HUD)",758279,406543,23,23,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7399","Emergency Shelter (HUD)",758280,425356,4,4,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7400","Emergency Shelter (HUD)",758281,425357,32,32,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7401","Emergency Shelter (HUD)",758282,425358,7,7,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7402","Emergency Shelter (HUD)",759175,339333,26,26,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7403","Emergency Shelter (HUD)",759176,424816,62,62,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7404","Emergency Shelter (HUD)",759199,423992,60,60,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7405","Emergency Shelter (HUD)",759200,423991,35,35,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7406","Emergency Shelter (HUD)",759201,423999,9,9,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7407","Emergency Shelter (HUD)",759202,423996,15,15,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7408","Emergency Shelter (HUD)",759203,423995,15,15,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7409","Emergency Shelter (HUD)",759204,424000,2,2,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7410","Emergency Shelter (HUD)",759205,423997,13,13,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7411","Emergency Shelter (HUD)",759206,407702,18,18,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7412","Emergency Shelter (HUD)",759712,424611,22,22,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7413","Emergency Shelter (HUD)",759714,425319,32,32,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7414","Emergency Shelter (HUD)",759715,425367,6,6,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7415","Emergency Shelter (HUD)",759716,425368,9,9,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7416","Emergency Shelter (HUD)",759718,425143,55,55,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"7417","Emergency Shelter (HUD)",759721,420585,20,20,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7418","Emergency Shelter (HUD)",759722,301549,51,52,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7419","Emergency Shelter (HUD)",759725,414720,43,43,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7420","Emergency Shelter (HUD)",759726,414721,14,14,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7421","Emergency Shelter (HUD)",759727,414722,9,9,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7422","Emergency Shelter (HUD)",759728,414723,8,8,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7423","Emergency Shelter (HUD)",759730,367033,28,28,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"7424","Emergency Shelter (HUD)",759731,359123,31,31,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7425","Emergency Shelter (HUD)",759732,414104,6,6,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7426","Emergency Shelter (HUD)",759759,390985,31,31,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7427","Emergency Shelter (HUD)",759760,416684,10,10,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7428","Emergency Shelter (HUD)",759761,416688,6,7,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7429","Emergency Shelter (HUD)",759762,416686,9,9,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7430","Emergency Shelter (HUD)",760189,425562,32,32,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7431","Emergency Shelter (HUD)",760190,425566,5,5,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7432","Emergency Shelter (HUD)",760191,425565,10,10,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7433","Emergency Shelter (HUD)",760195,425179,23,24,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7434","Emergency Shelter (HUD)",760196,425384,42,43,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7435","Emergency Shelter (HUD)",760197,425385,5,5,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7436","Emergency Shelter (HUD)",760198,351765,33,34,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7437","Emergency Shelter (HUD)",760202,425579,25,25,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7438","Emergency Shelter (HUD)",760203,425581,4,4,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7439","Emergency Shelter (HUD)",760204,425580,3,3,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7440","Emergency Shelter (HUD)",760205,425569,24,24,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7441","Emergency Shelter (HUD)",760811,425360,20,20,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7442","Emergency Shelter (HUD)",760813,425683,2,2,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7443","Emergency Shelter (HUD)",760815,380268,56,56,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7444","Emergency Shelter (HUD)",760820,425684,19,19,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7445","Emergency Shelter (HUD)",761874,396023,18,19,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7446","Emergency Shelter (HUD)",761875,396022,48,49,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7447","Emergency Shelter (HUD)",761877,422957,37,37,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7448","Emergency Shelter (HUD)",761879,326472,26,26,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7449","Emergency Shelter (HUD)",761880,425784,0,0,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7450","Emergency Shelter (HUD)",761882,425691,54,54,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"7451","Emergency Shelter (HUD)",761883,139695,26,26,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7452","Emergency Shelter (HUD)",761884,423431,0,0,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7453","Emergency Shelter (HUD)",761885,378989,2,2,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7454","Emergency Shelter (HUD)",761886,423432,0,0,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7455","Emergency Shelter (HUD)",761887,425783,56,56,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7456","Emergency Shelter (HUD)",761890,371564,59,59,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7457","Emergency Shelter (HUD)",761893,314214,29,29,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7458","Emergency Shelter (HUD)",761894,425786,49,49,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7459","Emergency Shelter (HUD)",761904,328191,37,37,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7460","Emergency Shelter (HUD)",761905,328192,6,6,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7461","Emergency Shelter (HUD)",762229,425789,59,59,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7462","Emergency Shelter (HUD)",762230,425790,43,43,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7463","Emergency Shelter (HUD)",762231,425835,30,30,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7464","Emergency Shelter (HUD)",762232,425837,5,5,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7465","Emergency Shelter (HUD)",762233,425836,8,8,"Male","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7466","Emergency Shelter (HUD)",762234,230609,57,57,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","Yes (HUD)"
"7467","Emergency Shelter (HUD)",762235,411063,44,44,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7468","Emergency Shelter (HUD)",762236,424190,16,16,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7469","Emergency Shelter (HUD)",762237,423564,13,13,"Female","Black or African American (HUD)","Hispanic/Latino (HUD)","No (HUD)"
"7470","Emergency Shelter (HUD)",762238,411066,9,9,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7471","Emergency Shelter (HUD)",762239,424191,16,16,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7472","Emergency Shelter (HUD)",762240,425788,50,51,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7473","Emergency Shelter (HUD)",762241,218658,43,43,"Male","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7474","Emergency Shelter (HUD)",762242,425824,30,30,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7475","Emergency Shelter (HUD)",762243,425828,67,67,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7476","Emergency Shelter (HUD)",762684,423040,20,20,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7477","Emergency Shelter (HUD)",762685,425961,0,0,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7478","Emergency Shelter (HUD)",762689,216265,50,50,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7479","Emergency Shelter (HUD)",762693,390749,35,35,"Female","White (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
"7480","Emergency Shelter (HUD)",762695,425442,54,54,"Female","Black or African American (HUD)","Non-Hispanic/Non-Latino (HUD)","No (HUD)"
